event_id,datetime_utc,datetime_local,date,date_uncertain,time_local,time_known,time_precision,time_label,time_category,time_note,region,city,place,refs,event_zh,context_zh,source_chapter
E0038,1947-02-27T13:00:00Z,1947-02-27T21:00:00+08:00,1947-02-27,False,21:00,True,fuzzy,晚上9時多,晚上,,其他,臺北市,憲兵隊第四團團部（臺灣新生報社對面）,64,在場群眾獲知該查緝人員再被送往憲兵隊第四團團部（臺灣新生報社對面）後，乃又轉湧至憲兵隊，此時已是晚上9時多，天空並飄下綿綿細雨，群眾紛紛聚攏圍住該隊部並呼喊交出元兇，憲兵團團長張慕陶幾次出來威脅、規勸都被群眾的怒罵聲給轟了回去。,1947年2月27日上午11時左右，專賣局接獲密報，指出淡水港有走私火柴、香煙等不法活動。該局乃派葉得根、鍾延洲、趙子健、劉超群、盛鐵夫、傅學通六名查緝員，會同警察大隊所派四名員警前往搜查，但僅查獲少許私煙。而後又依密報轉往臺北市太平町天馬茶房查緝。[58]是日晚上7時半，這些查緝人員用過晚餐後，隨即來到天馬茶房，煙販們見狀紛紛逃散，僅一名40歲之寡婦林江邁因逃避不及被當場查獲。查緝人員欲將其私煙與所得現款悉數查扣沒收，林婦乃下跪哭喊，請求放他們一家三口活路，不要把全部的東西都拿走，至少可憐還她一部份。[59]路旁民眾也紛紛聚攏圍觀，有的亦開口幫忙求情，但查緝人員不予理會，林婦情急之下，乃纏抱查緝員葉得根不放，該員竟一氣之下，隨手以所配手槍槍柄敲擊林婦頭部，以致林婦頭部鮮血直流。[60]在場圍觀民眾見狀極為氣憤，遂包圍查緝人員，握拳喊打。這些查緝人員眼見情勢不妙，連忙分頭躲避，民眾則尾隨緊追。其中查緝員傅學通跑至永樂町（西寧北路一帶），被緊追者拉抱住，傅員一時情急乃開槍掙脫[61]，卻誤擊當時在自宅觀看熱鬧的民眾陳文溪（胸部中彈、送醫後次日身亡，年20歲）。[62]此舉更引起現場群眾的不滿，遂將查緝人員的卡車搗毀焚燒，並追至查緝人員所躲藏之永樂町（西寧）派出所，後轉至警察總局（中山堂旁），要求交出肇事兇手，將之槍斃。當時曾有警局官員出面說明處理情形，惟數百民眾仍激憤不已，無法諒解。[63]在場群眾獲知該查緝人員再被送往憲兵隊第四團團部（臺灣新生報社對面）後，乃又轉湧至憲兵隊，此時已是晚上9時多，天空並飄下綿綿細雨，群眾紛紛聚攏圍住該隊部並呼喊交出元兇，憲兵團團長張慕陶幾次出來威脅、規勸都被群眾的怒罵聲給轟了回去。當時隨群眾一路跟來的《中外日報》記者周傳枝（後改名為周青）乃向《臺灣新生報》報社的日文版主編吳金鍊借了一面鑼敲打起來，藉以助長群眾激憤聲勢；也有其他青年在街上敲鑼大叫：「臺灣人趕緊出來報仇」、「不出來的不是番薯」，鑼響及群眾聲徹夜未已。[64]是夜，部份民眾則到《臺灣新生報》報社要求刊登此事，該報主編吳金鍊則出面說明該報立場，加以拒絕。民眾則威脅燒掉該社，吳氏不得已乃轉請社長李萬居出面解決。最後，李氏答應刊登，次日果然登載，惟僅以5號字刊登百字左右之事變消息。[65],ch02_0001_1.1_一導火線
E0039,1947-02-28T01:00:00Z,1947-02-28T09:00:00+08:00,1947-02-28,False,09:00,True,fuzzy,上午9時許,早上,,其他,臺北市,太平町一丁目派出所,,上午9時許，一批民眾敲鑼打鼓，遊行至專賣局臺北分局。途經太平町一丁目（延平北路）派出所時，卻為該所主管黃某出面制止，由於黃某平時即仗勢凌人，民眾憤而將其圍毆，並搗毀所內玻璃、物品等。,2月28日，天剛亮，臺北街頭已籠罩不安的氣氛。由於昨夜群眾包圍警察局及憲兵隊要求緝私傷害人命之元兇未獲處理，於是乃集結遊行，或在街頭演說昨夜事變，或敲鑼擊鼓通告罷市，一時之間，大小商店相繼關門，市民紛紛湧出觀看。上午9時許，一批民眾敲鑼打鼓，遊行至專賣局臺北分局。途經太平町一丁目（延平北路）派出所時，卻為該所主管黃某出面制止，由於黃某平時即仗勢凌人，民眾憤而將其圍毆，並搗毀所內玻璃、物品等。隨後，10時左右，群眾來到位於本町（重慶南路）的專賣局臺北分局，發現內有緝煙員警。群眾以為其中之一是昨夜之兇手，乃衝入局內，將其與另一警員毆打致死，又毆傷4人；並將該局所存之火柴、香煙、酒類、桌椅、器具、汽車與腳踏車等物品，全拋到街上縱火焚燒。此時員警雖聞訊趕到，但見圍觀民眾達二、三千人之多，且群情激昂，也只能睜眼旁觀，不敢處理。,ch02_0001_1.1_一導火線
E0040,1947-02-28T02:00:00Z,1947-02-28T10:00:00+08:00,1947-02-28,False,10:00,True,fuzzy,10時左右,早上,,其他,臺北市,專賣局臺北分局（本町/重慶南路）,,隨後，10時左右，群眾來到位於本町（重慶南路）的專賣局臺北分局，發現內有緝煙員警。群眾以為其中之一是昨夜之兇手，乃衝入局內，將其與另一警員毆打致死，又毆傷4人；並將該局所存之火柴、香煙、酒類、桌椅、器具、汽車與腳踏車等物品，全拋到街上縱火焚燒。,2月28日，天剛亮，臺北街頭已籠罩不安的氣氛。由於昨夜群眾包圍警察局及憲兵隊要求緝私傷害人命之元兇未獲處理，於是乃集結遊行，或在街頭演說昨夜事變，或敲鑼擊鼓通告罷市，一時之間，大小商店相繼關門，市民紛紛湧出觀看。上午9時許，一批民眾敲鑼打鼓，遊行至專賣局臺北分局。途經太平町一丁目（延平北路）派出所時，卻為該所主管黃某出面制止，由於黃某平時即仗勢凌人，民眾憤而將其圍毆，並搗毀所內玻璃、物品等。隨後，10時左右，群眾來到位於本町（重慶南路）的專賣局臺北分局，發現內有緝煙員警。群眾以為其中之一是昨夜之兇手，乃衝入局內，將其與另一警員毆打致死，又毆傷4人；並將該局所存之火柴、香煙、酒類、桌椅、器具、汽車與腳踏車等物品，全拋到街上縱火焚燒。此時員警雖聞訊趕到，但見圍觀民眾達二、三千人之多，且群情激昂，也只能睜眼旁觀，不敢處理。,ch02_0001_1.1_一導火線
E0041,1947-02-28,1947-02-28,1947-02-28,False,,False,fuzzy,早上,早上,,其他,臺北市,專賣局臺北分局前,,2月28日早上，民眾聚集專賣局臺北分局前抗議。,2月28日早上，民眾聚集專賣局臺北分局前抗議。（《中國生活》）,ch02_0001_1.1_一導火線
E0042,1947-02-28,1947-02-28,1947-02-28,False,,False,fuzzy,二二八當日,早上,,其他,臺北市,臺北火車站前,,二二八當日，遊行抗議民眾在臺北火車站前的情景。……臺北火車站前，憤怒的民眾將軍用卡車焚毀。,"二二八當日，遊行抗議民眾在臺北火車站前的情景。（臺北二二八紀念館提供）

臺北火車站前，憤怒的民眾將軍用卡車焚毀。（《中國生活》）",ch02_0001_1.1_一導火線
E0043,1947-02-28,1947-02-28,1947-02-28,False,,False,fuzzy,天剛亮,清晨,,其他,臺北市,臺北街頭,,2月28日，天剛亮，臺北街頭已籠罩不安的氣氛。由於昨夜群眾包圍警察局及憲兵隊要求緝私傷害人命之元兇未獲處理，於是乃集結遊行，或在街頭演說昨夜事變，或敲鑼擊鼓通告罷市，一時之間，大小商店相繼關門，市民紛紛湧出觀看。,2月28日，天剛亮，臺北街頭已籠罩不安的氣氛。由於昨夜群眾包圍警察局及憲兵隊要求緝私傷害人命之元兇未獲處理，於是乃集結遊行，或在街頭演說昨夜事變，或敲鑼擊鼓通告罷市，一時之間，大小商店相繼關門，市民紛紛湧出觀看。上午9時許，一批民眾敲鑼打鼓，遊行至專賣局臺北分局。途經太平町一丁目（延平北路）派出所時，卻為該所主管黃某出面制止，由於黃某平時即仗勢凌人，民眾憤而將其圍毆，並搗毀所內玻璃、物品等。隨後，10時左右，群眾來到位於本町（重慶南路）的專賣局臺北分局，發現內有緝煙員警。群眾以為其中之一是昨夜之兇手，乃衝入局內，將其與另一警員毆打致死，又毆傷4人；並將該局所存之火柴、香煙、酒類、桌椅、器具、汽車與腳踏車等物品，全拋到街上縱火焚燒。此時員警雖聞訊趕到，但見圍觀民眾達二、三千人之多，且群情激昂，也只能睜眼旁觀，不敢處理。,ch02_0001_1.1_一導火線
E0044,1947-02-28T04:00:00Z,1947-02-28T12:00:00+08:00,1947-02-28,False,12:00,True,fuzzy,12時許,中午,,其他,臺北市,專賣局總局（南門町）,66,12時許，群眾又來到南門町（今羅斯福路一段）之專賣局總局，要求懲凶，然因憲警早已事先防備，民眾僅打破其玻璃洩憤而已。,12時許，群眾又來到南門町（今羅斯福路一段）之專賣局總局，要求懲凶，然因憲警早已事先防備，民眾僅打破其玻璃洩憤而已。群眾因所請未遂，有些轉往專賣局前後任局長任維鈞與陳鶴聲家中，惟任氏及陳氏皆未在家中，躲過拳頭之災，但家中物品則被砸得粉碎，總局左側的南門工廠部份機器亦被搗毀。[66],ch02_0001_1.1_一導火線
E0045,1947-02-28,1947-02-28,1947-02-28,False,,False,fuzzy,12時許後,中午,,其他,臺北市,任維鈞、陳鶴聲住宅及南門工廠,66,群眾因所請未遂，有些轉往專賣局前後任局長任維鈞與陳鶴聲家中，惟任氏及陳氏皆未在家中，躲過拳頭之災，但家中物品則被砸得粉碎，總局左側的南門工廠部份機器亦被搗毀。[66],12時許，群眾又來到南門町（今羅斯福路一段）之專賣局總局，要求懲凶，然因憲警早已事先防備，民眾僅打破其玻璃洩憤而已。群眾因所請未遂，有些轉往專賣局前後任局長任維鈞與陳鶴聲家中，惟任氏及陳氏皆未在家中，躲過拳頭之災，但家中物品則被砸得粉碎，總局左側的南門工廠部份機器亦被搗毀。[66],ch02_0001_1.1_一導火線
E0046,1947-02-28,1947-02-28,1947-02-28,False,,False,fuzzy,下午,下午,,其他,臺北市,臺北市各處,68,一時之間高喊「打阿山」之聲不絕，臺北市街頓時陷入血腥暴力的混亂場面。民眾分據各交通要道、公共場所、旅館商店，只要看到「外省人」，不分男女，均以拳腳相向；汽車、卡車上的人紛被拉下毆打，車輛則被推至圓環夜市附近放火焚燒；外省籍公務員、憲兵、警察於南門、新公園、車站、本町（重慶南路）、永樂町（西寧北路）、太平町（延平北路）、萬華等地分被毒打，……外省人經營的公司也成為洩恨的目標，正華大旅社、虎標永安堂、新臺公司等數家門窗玻璃全被砸毀，商品貨物也被搬出焚燒。[68],下午約1點多，約四、五百名的群眾，以鑼鼓為前導，高喊口號地由臺北火車站走向長官公署請願。群眾方抵中山路路口，尚未到公署廣場前，即被公署衛兵舉槍阻擋前進。不久，槍聲噠噠作響，造成現場民眾2人身亡、數名受傷之慘狀，其餘民眾則四處躲避逃散。[67]民眾的示威、抗議、遊行，遭到官方無情的武力鎮壓，使得局面更加險惡，引爆群眾的憤怒情緒，一時之間高喊「打阿山」之聲不絕，臺北市街頓時陷入血腥暴力的混亂場面。民眾分據各交通要道、公共場所、旅館商店，只要看到「外省人」，不分男女，均以拳腳相向；汽車、卡車上的人紛被拉下毆打，車輛則被推至圓環夜市附近放火焚燒；外省籍公務員、憲兵、警察於南門、新公園、車站、本町（重慶南路）、永樂町（西寧北路）、太平町（延平北路）、萬華等地分被毒打，新竹縣長朱文伯、警備總部副官處處長王民寧皆差點遭受攻擊。外省人經營的公司也成為洩恨的目標，正華大旅社、虎標永安堂、新臺公司等數家門窗玻璃全被砸毀，商品貨物也被搬出焚燒。[68],ch02_0001_1.1_一導火線
E0047,1947-02-28T04:00:00Z,1947-02-28T12:00:00+08:00,1947-02-28,False,12:00,True,fuzzy,下午,下午,下午發生長官公署前衛兵開槍事件,其他,臺北市,長官公署前,70,自2月28日下午，臺北市發生長官公署前衛兵開槍事件，造成臺灣群眾累積已久的不滿情緒爆發而怒打「外省人」的情形後，消息透過電臺廣播及民眾口耳相傳，衝突事件因而逐漸擴大至全臺各地。[70],自2月28日下午，臺北市發生長官公署前衛兵開槍事件，造成臺灣群眾累積已久的不滿情緒爆發而怒打「外省人」的情形後，消息透過電臺廣播及民眾口耳相傳，衝突事件因而逐漸擴大至全臺各地。如北部地區大多在當日下午或傍晚時分即傳出零星衝突：以基隆為例，在事件發生後當晚，已有群眾攻擊警察局、派出所、機關宿舍等，以及毆打外省人和軍人的情形。[70]隔日，板橋鎮秩序也失控，民眾陸續衝入縣府，毆打職員。部份群眾則襲擊供應局倉庫，搬走軍用物資，並放火燒毀倉庫；[71]士林與新店地區發生供應局物資被搶、武器被劫之情形；淡水、瑞芳等地則是毆打外省人，金瓜石銅礦籌備處職員宿舍被搗毀；[72]桃園鎮自1日起接收縣政府及驅趕警局官員；[73]新竹市則於3月2日清晨，有一批從臺北來到新竹的青年和學生，開著卡車到處演講，說明事件經過，並呼籲民眾參加起義。是時，市民開始毆打外省人，或是搗毀外省人經營的商店，或是分頭襲擊派出所、法院、市府機關 and 官員宿舍；[74]宜蘭因離臺北市有些距離，因此對事件的反應較慢，3月4日地方民眾收繳宜蘭機場倉庫及市警察局槍械，以及將外省人悉數集中保護和設立救護所，救護傷患。[75],ch02_0001_1.2.1_一各地衝突的擴大
E0048,1947-02-28,1947-02-28,1947-02-28,True,,False,,,,文中描述二二八事件於臺北爆發後，全臺各地陸續發生反抗行動之概況。,其他,臺北市,,,二二八事件在臺北爆發後，原本樸實無爭的臺灣人民紛紛揭竿而起，各種反抗行動或是衝突事件陸續不斷在全臺各地發生。,二二八事件在臺北爆發後，原本樸實無爭的臺灣人民紛紛揭竿而起，各種反抗行動或是衝突事件陸續不斷在全臺各地發生。,ch02_0001_1.2_二反抗行動與改革要求
E0049,1947-02-28,1947-02-28,1947-02-28,False,,False,fuzzy,,unknown,,其他,全臺,,,因而引爆二二八事件。在此事件前後，政府採取粗暴的武裝鎮壓，以公開或私下槍決的手段報復臺人抗爭行為，尤其是軍警在街上無情掃射開槍，造成大量無辜民眾傷亡。,然而，這樣的期盼卻在陳儀來臺接收集團的各種貪污、舞弊等事件不斷發生下，逐漸失望與灰心；再加上行政長官公署對於臺人不平等的待遇與歧視下，更讓臺灣民眾不滿，因而引爆二二八事件。在此事件前後，政府採取粗暴的武裝鎮壓，以公開或私下槍決的手段報復臺人抗爭行為，尤其是軍警在街上無情掃射開槍，造成大量無辜民眾傷亡。在「綏靖」與「清鄉」行動中，更是大肆逮捕民眾，引起地方恐慌；事後政府更以整肅異己、誣陷織罪等方式，導致人人自危，懼談政治，形成臺灣社會長期瀰漫著白色恐怖氣氛。經此事件，民眾原本對政治充滿熱忱，卻遭政府壓抑摧殘，嚴重打擊臺灣人民心理，產生對於政治的不信任感，以及恐懼與冷漠，使許多經歷浩劫的人們絕口不提二二八事件，甚至勸誡其子弟遠離政治是非圈。例如受難者《臺灣新生報》總經理阮朝日，其女兒阮美姝於1991年接受口述採訪時說：「在長期的白色恐怖之陰影下，他們不敢也不能站出來替自己的父兄辯白，甚至有些人，包括我在內，為了子女的前途，不敢告訴他們是二二八事件受害者的後代。」[138]而對政治的恐懼與冷漠感，也直接表現在政治的參與上，對照事件前的省參議員選舉熱烈情形，在事件後於1951年11月舉行的第一屆臨時省議員選舉，應選名額55名，但候選人僅有140人參選，兩相比較之下，可明顯瞭解臺人對政治已不再有所期待，即使當選省議員者亦低調行事。1947年6月，時當事件結束之後，當時省參議員韓石泉回憶道：「6月20日∼30日開省參議會第三次大會，參議員出席者不上二十名僅及全體三分之二，大都意志消沉，噤不作聲，與第一次大會情形比較，恍如隔世。」[139],ch02_0002_1.1_一打擊臺人心理導致長期對政治恐懼與冷漠
E0050,1947-02-28,1947-02-28,1947-02-28,True,,False,fuzzy,,,二二八事件期間,其他,台北市,不詳,149,例如陳儀將屢屢為文批評他的CC派要角、中央文化運動委員會委員、上海申報駐臺特派員曾今可拘捕下獄；,因而在二二八事件時，當局除大力削弱本土勢力，造成本土精英的斷層外，也進行國民黨團內的派系鬥爭。例如陳儀將屢屢為文批評他的CC派要角、中央文化運動委員會委員、上海申報駐臺特派員曾今可拘捕下獄；省黨部調查處長蘇泰楷、宣傳處長林紫貴、組訓處長徐白光也被列入逮捕對象。[149]此外，警備總司令部參謀長柯遠芬始終認為事件一開始即是CC派藉擴大事件來打擊代表政學系的陳儀政府。[150]但經此事件後，國民黨勢力卻逐漸崛起，以高雄市為例，據時任鐵路管理委員會委員的徐鄂雲指出，臺灣高層黨政不和，陳儀不容黨務活動，所以各縣市國民黨一年多來，充滿怨氣。故二二八事件發生後，高雄市民響應，黨部曾利用機會集合籌劃。[151]而當三民主義青年團失勢後，國民黨則趁機出面，參與了二二八事件嫌疑人犯調查委員會，與高雄知名人士負責審查被捕人犯是否真為「暴徒」。若不是，則予以釋放，並配合進行高雄市的善後工作；國民黨經此事件，開始水漲船高，在日後高雄政壇上扮演較重要的角色。[152]尤其1949年8月，國民黨政府撤退來臺，國民黨總裁蔣介石檢討中國大陸淪陷原因與派系有相當關係，因此進行黨內重大改造，透過各種方法拔除中央及臺灣舊有的派系勢力[153]，重新確立個人的集權地位；並以兩岸對立衝突局面，中國隨時進犯臺灣的威脅，實行戒嚴統治，箝制新聞、言論、集會等自由，並運用軍警情治優勢，監控逮捕異議人士，使得臺灣社會長期處於白色恐怖的威權統治。,ch02_0002_1.3_三有利國民黨一黨專政阻礙民主政治發展
E0051,1947-02-28,1947-02-28,1947-02-28,True,,False,fuzzy,,,二二八事件期間,其他,台北市,不詳,149,省黨部調查處長蘇泰楷、宣傳處長林紫貴、組訓處長徐白光也被列入逮捕對象。[149],因而在二二八事件時，當局除大力削弱本土勢力，造成本土精英的斷層外，也進行國民黨團內的派系鬥爭。例如陳儀將屢屢為文批評他的CC派要角、中央文化運動委員會委員、上海申報駐臺特派員曾今可拘捕下獄；省黨部調查處長蘇泰楷、宣傳處長林紫貴、組訓處長徐白光也被列入逮捕對象。[149]此外，警備總司令部參謀長柯遠芬始終認為事件一開始即是CC派藉擴大事件來打擊代表政學系的陳儀政府。[150]但經此事件後，國民黨勢力卻逐漸崛起，以高雄市為例，據時任鐵路管理委員會委員的徐鄂雲指出，臺灣高層黨政不和，陳儀不容黨務活動，所以各縣市國民黨一年多來，充滿怨氣。故二二八事件發生後，高雄市民響應，黨部曾利用機會集合籌劃。[151]而當三民主義青年團失勢後，國民黨則趁機出面，參與了二二八事件嫌疑人犯調查委員會，與高雄知名人士負責審查被捕人犯是否真為「暴徒」。若不是，則予以釋放，並配合進行高雄市的善後工作；國民黨經此事件，開始水漲船高，在日後高雄政壇上扮演較重要的角色。[152]尤其1949年8月，國民黨政府撤退來臺，國民黨總裁蔣介石檢討中國大陸淪陷原因與派系有相當關係，因此進行黨內重大改造，透過各種方法拔除中央及臺灣舊有的派系勢力[153]，重新確立個人的集權地位；並以兩岸對立衝突局面，中國隨時進犯臺灣的威脅，實行戒嚴統治，箝制新聞、言論、集會等自由，並運用軍警情治優勢，監控逮捕異議人士，使得臺灣社會長期處於白色恐怖的威權統治。,ch02_0002_1.3_三有利國民黨一黨專政阻礙民主政治發展
E0052,1947-02-28,1947-02-28,1947-02-28,True,,False,fuzzy,,,二二八事件發生後,其他,高雄市,高雄黨部,151,故二二八事件發生後，高雄市民響應，黨部曾利用機會集合籌劃。[151],因而在二二八事件時，當局除大力削弱本土勢力，造成本土精英的斷層外，也進行國民黨團內的派系鬥爭。例如陳儀將屢屢為文批評他的CC派要角、中央文化運動委員會委員、上海申報駐臺特派員曾今可拘捕下獄；省黨部調查處長蘇泰楷、宣傳處長林紫貴、組訓處長徐白光也被列入逮捕對象。[149]此外，警備總司令部參謀長柯遠芬始終認為事件一開始即是CC派藉擴大事件來打擊代表政學系的陳儀政府。[150]但經此事件後，國民黨勢力卻逐漸崛起，以高雄市為例，據時任鐵路管理委員會委員的徐鄂雲指出，臺灣高層黨政不和，陳儀不容黨務活動，所以各縣市國民黨一年多來，充滿怨氣。故二二八事件發生後，高雄市民響應，黨部曾利用機會集合籌劃。[151]而當三民主義青年團失勢後，國民黨則趁機出面，參與了二二八事件嫌疑人犯調查委員會，與高雄知名人士負責審查被捕人犯是否真為「暴徒」。若不是，則予以釋放，並配合進行高雄市的善後工作；國民黨經此事件，開始水漲船高，在日後高雄政壇上扮演較重要的角色。[152]尤其1949年8月，國民黨政府撤退來臺，國民黨總裁蔣介石檢討中國大陸淪陷原因與派系有相當關係，因此進行黨內重大改造，透過各種方法拔除中央及臺灣舊有的派系勢力[153]，重新確立個人的集權地位；並以兩岸對立衝突局面，中國隨時進犯臺灣的威脅，實行戒嚴統治，箝制新聞、言論、集會等自由，並運用軍警情治優勢，監控逮捕異議人士，使得臺灣社會長期處於白色恐怖的威權統治。,ch02_0002_1.3_三有利國民黨一黨專政阻礙民主政治發展
E0053,1947-02-28,1947-02-28,1947-02-28,True,,False,fuzzy,事件後,不詳,二二八事件爆發後之時段,其他,,,161.0,尤其是事件後，臺灣社會精英遭到當局迫害與打擊而日漸凋零，不但削弱政治影響的力量，也造成臺灣文化傳承的斷層。[161],然而彼此之間的誤解與對立所引發的二二八事件，卻不因事件的結束而平復，反而讓族群之間的隔閡更加深化與持續，影響臺灣社會文化的正常發展。尤其是事件後，臺灣社會精英遭到當局迫害與打擊而日漸凋零，不但削弱政治影響的力量，也造成臺灣文化傳承的斷層。再加上中央政府撤退來臺，為營造政權的正統性，乃強力灌輸中國文化，使得整個社會充斥著大中國的影子，臺灣本土文化遭到漠視而被邊陲化。[161]例如當局強制性地推行國語，藉此壓抑本土語言並貶抑其價值，使得「臺灣的小孩在學校不准使用臺語交談，如果稍有疏忽，無意講了兩句，便要受到處罰」[162]，影響日後有些臺北市臺籍的學生，尤其是中學女生，不願意講臺語，特別是在公共場合，她們認為講臺語「沒有氣質」、「低水準一點」。[163]很多日治時期臺灣本土作家或創作者在國民黨來臺後即封筆或消聲匿跡了，例如作家張文環於1933年自日本東洋大學文學部畢業，同年發表處女作《落雷》。此後每年都有中短篇小說、散文或劇本發表於島內各種文藝雜誌或報章。但自二二八事件後至1957年，臺灣正處於所謂「白色恐怖時代」，他不但未發表任何作品，也誓死不學習中文與北京語。[164]取而代之的是，一批從中國而來的人物與作品，例如徐速的《星星月亮太陽》、王藍的《藍與黑》等描述中國抗戰時期的小說。此外，學校教育盡是中國悠久歷史與廣大地理的教學，卻少有臺灣歷史與地理的認識，因而學生只知中國對日八年抗戰，卻不曉得什麼是「二二八事件」；只知道中國東北長白山，卻無法說出臺灣玉山的地理位置。凡此種種，皆肇因於國民黨統治心態的偏差與狹隘，以致當局無法廓然大公地認同臺灣文化，反而刻意拉抬中國正統意識，壓抑臺灣文化。,ch02_0002_1.4_四加深族群隔閡不利臺灣文化發展
E0054,1947-02-28,1947-02-28,1947-02-28,True,,False,fuzzy,,不詳,事件後推行國語政策期間,其他,,學校,162.0,例如當局強制性地推行國語，藉此壓抑本土語言並貶抑其價值，使得「臺灣的小孩在學校不准使用臺語交談，如果稍有疏忽，無意講了兩句，便要受到處罰」[162],然而彼此之間的誤解與對立所引發的二二八事件，卻不因事件的結束而平復，反而讓族群之間的隔閡更加深化與持續，影響臺灣社會文化的正常發展。尤其是事件後，臺灣社會精英遭到當局迫害與打擊而日漸凋零，不但削弱政治影響的力量，也造成臺灣文化傳承的斷層。再加上中央政府撤退來臺，為營造政權的正統性，乃強力灌輸中國文化，使得整個社會充斥著大中國的影子，臺灣本土文化遭到漠視而被邊陲化。[161]例如當局強制性地推行國語，藉此壓抑本土語言並貶抑其價值，使得「臺灣的小孩在學校不准使用臺語交談，如果稍有疏忽，無意講了兩句，便要受到處罰」[162]，影響日後有些臺北市臺籍的學生，尤其是中學女生，不願意講臺語，特別是在公共場合，她們認為講臺語「沒有氣質」、「低水準一點」。[163]很多日治時期臺灣本土作家或創作者在國民黨來臺後即封筆或消聲匿跡了，例如作家張文環於1933年自日本東洋大學文學部畢業，同年發表處女作《落雷》。此後每年都有中短篇小說、散文或劇本發表於島內各種文藝雜誌或報章。但自二二八事件後至1957年，臺灣正處於所謂「白色恐怖時代」，他不但未發表任何作品，也誓死不學習中文與北京語。[164]取而代之的是，一批從中國而來的人物與作品，例如徐速的《星星月亮太陽》、王藍的《藍與黑》等描述中國抗戰時期的小說。此外，學校教育盡是中國悠久歷史與廣大地理的教學，卻少有臺灣歷史與地理的認識，因而學生只知中國對日八年抗戰，卻不曉得什麼是「二二八事件」；只知道中國東北長白山，卻無法說出臺灣玉山的地理位置。凡此種種，皆肇因於國民黨統治心態的偏差與狹隘，以致當局無法廓然大公地認同臺灣文化，反而刻意拉抬中國正統意識，壓抑臺灣文化。,ch02_0002_1.4_四加深族群隔閡不利臺灣文化發展
E0055,1947-02-28,1947-02-28,1947-02-28,True,,False,fuzzy,日後,不詳,指國語政策推行後的社會現象,其他,臺北市,公共場合,163.0,影響日後有些臺北市臺籍的學生，尤其是中學女生，不願意講臺語，特別是在公共場合，她們認為講臺語「沒有氣質」、「低水準一點」。[163],然而彼此之間的誤解與對立所引發的二二八事件，卻不因事件的結束而平復，反而讓族群之間的隔閡更加深化與持續，影響臺灣社會文化的正常發展。尤其是事件後，臺灣社會精英遭到當局迫害與打擊而日漸凋零，不但削弱政治影響的力量，也造成臺灣文化傳承的斷層。再加上中央政府撤退來臺，為營造政權的正統性，乃強力灌輸中國文化，使得整個社會充斥著大中國的影子，臺灣本土文化遭到漠視而被邊陲化。[161]例如當局強制性地推推行國語，藉此壓抑本土語言並貶抑其價值，使得「臺灣的小孩在學校不准使用臺語交談，如果稍有疏忽，無意講了兩句，便要受到處罰」[162]，影響日後有些臺北市臺籍的學生，尤其是中學女生，不願意講臺語，特別是在公共場合，她們認為講臺語「沒有氣質」、「低水準一點」。[163]很多日治時期臺灣本土作家或創作者在國民黨來臺後即封筆或消聲匿跡了，例如作家張文環於1933年自日本東洋大學文學部畢業，同年發表處女作《落雷》。此後每年都有中短篇小說、散文或劇本發表於島內各種文藝雜誌或報章。但自二二八事件後至1957年，臺灣正處於所謂「白色恐怖時代」，他不但未發表任何作品，也誓死不學習中文與北京語。[164]取而代之的是，一批從中國而來的人物與作品，例如徐速的《星星月亮太陽》、王藍的《藍與黑》等描述中國抗戰時期的小說。此外，學校教育盡是中國悠久歷史與廣大地理的教學，卻少有臺灣歷史與地理的認識，因而學生只知中國對日八年抗戰，卻不曉得什麼是「二二八事件」；只知道中國東北長白山，卻無法說出臺灣玉山的地理位置。凡此種種，皆肇因於國民黨統治心態的偏差與狹隘，以致當局無法廓然大公地認同臺灣文化，反而刻意拉抬中國正統意識，壓抑臺灣文化。,ch02_0002_1.4_四加深族群隔閡不利臺灣文化發展
