event_id,datetime_utc,datetime_local,date,time_local,time_known,time_precision,time_label,time_category,time_note,region,city,place,refs,event_zh,source_chapter,date_uncertain,context_zh
E0149,1947-03-02T01:00:00Z,1947-03-02T09:00:00+08:00,1947-03-02,09:00,True,exact,九時,上午,,中部,台中市,台中戲院,241;242;243,九時，由私立建國工藝職業學校教員楊克煌宣布開會，並報告台北事變發端與人民請願經過，說明台北市的行動與提出要求事項。接著，與會者一致推舉建國工藝職校校長謝雪紅為大會主席。謝氏擔任主席後，「詳述光復以來陳儀暴虐政治的事實與目前台灣的形勢，強調欲解放台灣人民的痛苦，人民必須團結起來，結束國民黨一黨專政，立即實行台灣人民的民主自治。所以必須響應這次台北市民的英勇起義，不怕犧牲，鬥爭到底，爭取徹底的勝利。」謝氏說畢，接著由「台灣省政治建設協會台中分會」代表巫永昌及律師代表張風謨等相繼發言，「亦為攻擊政府，離間省內外感情之詞」。,ch02_02_1.2_二台中市,,
E0150,1947-03-02T01:00:00Z,1947-03-02T09:00:00+08:00,1947-03-02,09:00,True,fuzzy,三月二日上午,上午,上午,中部,彰化市,彰化市參議會,282,三月二日上午，市參議會又召開會議，發言熱烈，除決議支持台北市的要求外，並要求藉此機會嚴辦海關走私舞弊。,ch02_02_1.4_四彰化縣,,
E0151,1947-03-02T01:00:00Z,1947-03-02T09:00:00+08:00,1947-03-02,09:00,False,fuzzy,事變期間,上午,,南部,屏東縣南州鄉,崁頂無線電台,,南州方面的青年集合起來要去攻佔崁頂的無線電台，林邊的部分鄉人也準備去支援。,ch02_03_1.4_2林邊,,
E0152,1947-03-02T01:00:00Z,1947-03-02T09:00:00+08:00,1947-03-02,09:00,False,fuzzy,二日,上午,赴高雄洽公通常在上午,南部,高雄市,高雄要塞司令部,475,龔氏於二日赴高雄要塞司令部見彭孟緝，商討應變之策。並囑警察局局長徐箕埋藏庫存武器，且提示市府高級職員應變之法。,ch02_03_1.4_四屏東縣,,
E0153,1947-03-02T01:00:00Z,1947-03-02T09:00:00+08:00,1947-03-02,09:00,False,fuzzy,二日,上午,,南部,澎湖縣,馬公港,517,二日陳儀令澎湖要塞司令守備的兩個中隊開往高雄，歸彭孟緝指揮。時載兵船已停在馬公，蓄勢待發，經縣長傅緯武、縣參議員許整景等人的極力反對而作罷。,ch02_03_1.5_五澎湖縣,,
E0154,1947-03-02T01:00:00Z,1947-03-02T09:00:00+08:00,1947-03-02,09:00,False,fuzzy,三月二日,上午,,東部,花蓮縣,花蓮縣政府,564,三月二日，花蓮縣長張文成召集各里長、地方士紳及機關首長，商討安定地方秩序之辦法，交代里長等應採冷靜態度。,ch02_04_1.3_三花蓮縣,,
E0155,1947-03-02T02:00:00Z,1947-03-02T10:00:00+08:00,1947-03-02,10:00,True,fuzzy,十時左右,上午,,中部,台中市,台中市街,,十時左右，參加群眾為表示擁護起見，決定遊行示威。遊行群眾動用消防車，鳴響警笛，呼籲市民響應起義，踴躍參加抵抗運動。全市一時驚天動地，緊張萬分。,ch02_02_1.2_二台中市,,
E0156,1947-03-02T02:00:00Z,1947-03-02T10:00:00+08:00,1947-03-02,10:00,False,fuzzy,當時,上午,治安失序時,中部,台中縣梧棲鎮,梧棲港（福泰旅社）,275,時任梧棲鎮華泰船頭行負責人的尤世景，乃出面召集會議，以維持港邊治安。尤氏等人勸告停靠梧棲港（今台中港）的大陸船商不要上岸，以免遭受攻擊，一切生活由船頭行負責供應。至於岸上的少數外省籍海關人員，則集中在福泰旅社，加以保護。,ch02_02_1.3_三台中縣,,
E0157,1947-03-02T02:00:00Z,1947-03-02T10:00:00+08:00,1947-03-02,10:00,False,fuzzy,,上午,,中部,南投縣埔里鎮,埔里鎮,293;294,另外，埔里亦曾組織黑衣隊與埔里隊。前者係因接收日本警察冬季黑色制服而命名，成員約三十餘人，由童榮宗擔任隊長，曾到台中協助「民軍」進攻第八部隊。後者則由日本早稻田大學政經科出身、曾任日本關東軍陸軍少尉的黃信卿所組織並擔任隊長。,ch02_02_1.5_五南投縣,,
E0158,1947-03-02T02:00:00Z,1947-03-02T10:00:00+08:00,1947-03-02,10:00,False,fuzzy,當時,上午,聞訊連忙趕去,南部,屏東縣南州鄉,南州,,當時副鄉長姚秋冬聞訊連忙趕去南州勸阻，並安撫鄉人，好不容易說服他們不得輕舉妄動後回到林邊。,ch02_03_1.4_2林邊,,
E0159,1947-03-02T02:30:00Z,1947-03-02T10:30:00+08:00,1947-03-02,10:30,True,fuzzy,旋即,上午,遊行開始後不久,中部,台中市,錦町派出所;市警察局;專賣局台中分局,244,遊行群眾旋即抵錦町派出所，與警員發生衝突。繼有成千民眾擁至市警察局，強制警員解除武裝，並查封警察局內的槍枝彈藥。警察局長洪宇民目睹群眾來勢洶洶，衡量情勢，一一順應市民的要求。群眾不發一彈而佔領警察局。接著，市民又遊行到專賣局台中分局，焚燬分局財物後，提出三點要求：(一)廢除專賣制度；(二)查封專賣局內的一切武器；(三)專賣局內的物資，暫由市民管理。代理局長見大勢不妙，當場承諾市民的要求，並移交一切文書給謝雪紅。,ch02_02_1.2_二台中市,,
E0160,1947-03-02T03:00:00Z,1947-03-02T11:00:00+08:00,1947-03-02,11:00,False,fuzzy,三月二日,上午,,北部,新竹市,法院、市政府、公務員宿舍,202,其後，進攻法院、市政府等機關及公務員宿舍，法院林推事等人均被毆傷。郭市長乃令警局派警員會同憲兵部隊，出動鎮壓，保護外省人之生命財產。,ch02_01_1.4_2新竹縣市,,
E0161,1947-03-02T03:00:00Z,1947-03-02T11:00:00+08:00,1947-03-02,11:00,True,fuzzy,此時,上午,,中部,台中市,濟世街前台中縣長劉存忠住宅,245;246,此時，已有一部分群眾擁至濟世街包圍前台中縣長劉存忠住宅。劉氏因庇護專賣局台中分局長趙誠、科員劉青山，又因在擔任台中州接管專員及台中縣長任內貪污舞弊，不計其數。見群眾前來，大驚，即令部屬等向徒手民眾開槍射擊，當場傷亡三名（一死二傷），民眾大為憤怒，雖無武裝抵抗，但仍團團包圍劉宅。正僵持間，適謝雪紅乘消防車趕到，立即將傷者送往台中醫院，並找到警察局長洪宇民，抗議公務員行兇。洪氏以警察已悉數解除武裝，不願也不敢處理，謝雪紅於是帶領四名警員，再赴現場。惟民眾憤劉氏開槍造成傷亡，已自消防隊運來汽油數桶，欲將劉宅放火焚燒。謝雪紅恐燒及附近民房，加以阻止，並即由車上跳下，單獨走進劉存忠宅，令他們放下武器。劉氏認出是謝雪紅，即不再開槍。隨即由謝氏收繳劉宅的短槍六枝，並將劉存忠及其副官楊某、守衛、家人等，移送警察局處理。,ch02_02_1.2_二台中市,,
E0162,1947-03-02T04:00:00Z,1947-03-02T12:00:00+08:00,1947-03-02,12:00,True,exact,中午十二時,中午,,北部,台北市,台灣省行政長官公署,65,二日中午十二時，處委會全體委員往見陳長官，請求從寬處理民眾示威案件，陳長官同意。,ch02_01_1.2.1_1從緝煙血案調查委員會到二二八事件處理委員會,,
E0163,1947-03-02T04:00:00Z,1947-03-02T12:00:00+08:00,1947-03-02,12:00,False,fuzzy,二日,不詳,,北部,台北縣板橋鎮,板橋,154;155,二日，省參議員林日高、國民參政員兼鎮長林宗賢出面組織「服務隊」，以維持治安，並勸阻不分青紅皀白亂打外省人的行為，同時引導民眾加入全省性政治運動。其後，二人曾參加台北中山堂處委會之會議。據稱林日高原未參加處委會，在事先不知情的情況下被選為委員的，而直至三月七日方出席一次會議，發表意見。,ch02_01_1.3_三台北縣的衝突情形,,
E0164,1947-03-02T04:00:00Z,1947-03-02T12:00:00+08:00,1947-03-02,12:00,False,fuzzy,混亂之際,中午,秩序混亂期間,中部,台中市,台中市警察局;舊消防隊;水源地,247,在社會秩序陷於混亂之際，《大明報》記者何鑾旗（外號加納）指揮前「義勇警察中隊」的部分隊員，加上前海南島「青年義勇奉公隊」隊員，接管整個警察局，成立「台中特別警察隊」，由何鑾旗任隊長，陳茂中、陳甲木、楊弄獅等人亦分別在該隊擔任重要任務。他們代替警察局，維持社會治安。與此同時，義勇消防隊隊長林連城、隊副林克繩兄弟兩人亦在中正路、平等街舊消防隊成立「特別保安隊」，由林連城兄弟分任隊長、隊附。此外，在台中市郊外四個屯區和前水源地（現在國立體專附近），也都自動成立維持各該地區的各種不同名稱，人數不等的治安組織。,ch02_02_1.2_二台中市,,
E0165,1947-03-02T04:00:00Z,1947-03-02T12:00:00+08:00,1947-03-02,12:00,False,fuzzy,當時,中午,民軍組織後,中部,台中縣豐原區,空軍汽車倉庫,273,豐原「民軍」約二千名，首先攻擊豐原地區駐軍，並襲擊空軍汽車倉庫，奪得卡車十餘輛。,ch02_02_1.3_三台中縣,,
E0166,1947-03-02T04:00:00Z,1947-03-02T12:00:00+08:00,1947-03-02,12:00,False,fuzzy,事件消息傳抵大甲後,中午,消息傳抵後立即行動,中部,台中縣大甲區,大甲區署、清水站,274,大甲區署民政課長、三民主義青年團大甲區隊長蔡卯生即率眾攻奪區長黃呈聰、林警察所長之家財，並據大甲區署為「作戰本部」，又奪取清水站田賦。,ch02_02_1.3_三台中縣,,
E0167,1947-03-02T04:00:00Z,1947-03-02T12:00:00+08:00,1947-03-02,12:00,False,fuzzy,當時,中午,事件發展中,中部,台中縣大甲區,大甲鎮,274,大甲鎮民郭建志夥同王天義等，募款數十萬元，組織青年隊，赴援台中「民軍」。另有大甲鎮處委會會長、前日本皇民奉公會會長吳恒建，大肆批評政府，鼓動民眾以武力從事政治改革。,ch02_02_1.3_三台中縣,,
E0168,1947-03-02T04:00:00Z,1947-03-02T12:00:00+08:00,1947-03-02,12:00,False,fuzzy,當時,中午,無政府狀態時期,中部,台中縣沙鹿鎮,沙鹿,276,沙鹿的情況也很糟，幾乎是無政府狀態，「流氓」出面組織治安會、新生會，以保護百姓、維持治安為名，有人甚至預備自組政府。,ch02_02_1.3_三台中縣,,
E0169,1947-03-02T04:00:00Z,1947-03-02T12:00:00+08:00,1947-03-02,12:00,False,fuzzy,當時,中午,民軍集結後,中部,台中縣東勢區,東勢駐屯國軍所在地,278,東勢「民軍」（含原住民及日本人）約二千五百名，會同豐原「民軍」進攻駐屯國軍，接收輕重機關槍、步槍及手榴彈若干。,ch02_02_1.3_三台中縣,,
E0170,1947-03-02T04:00:00Z,1947-03-02T12:00:00+08:00,1947-03-02,12:00,True,fuzzy,中午,中午,中午,中部,彰化市,警察局督察長沈寶通宅,282,中午，民眾極為興奮，發生激烈群眾運動，由車站湧至警察局，因星期日無人，改至警察局督察長沈寶通宅。沈氏持槍威嚇，乘機潛逃。群眾大怒，搜索沈宅，燒燬其衣服、家具。,ch02_02_1.4_四彰化縣,,
E0171,1947-03-02T04:00:00Z,1947-03-02T12:00:00+08:00,1947-03-02,12:00,True,exact,三月二日中午,中午,中午,中部,員林鎮,新生旅社,284,三月二日中午，前員林區長林糊於新生旅社召集鎮民，舉行祕密會議。,ch02_02_1.4_四彰化縣,,
E0172,1947-03-02T04:00:00Z,1947-03-02T12:00:00+08:00,1947-03-02,12:00,False,fuzzy,成立「二七部隊」後,中午,,中部,南投縣水里鄉,水裡坑,292,另外，謝雪紅在台中市成立「二七部隊」後，也在水裡坑成立「新高區作戰總監部」，作為該部隊的直屬單位，協同對抗國軍。,ch02_02_1.5_五南投縣,,
E0173,1947-03-02T04:00:00Z,1947-03-02T12:00:00+08:00,1947-03-02,12:00,False,fuzzy,三月二日,日間,,南部,台南縣,新營鎮,356,三月二日事件已蔓延至嘉義時，縣長袁國欽一再擔心新營的安全,ch02_03_1.2_2台南縣,,
E0174,1947-03-02T04:00:00Z,1947-03-02T12:00:00+08:00,1947-03-02,12:00,False,fuzzy,事件發生後,未知,無具體時間,南部,高雄市,旗後砲台,457,旗後砲台開砲示警，其流彈卻傷到旗津的兩位民眾。,ch02_03_1.3.6_6旗津地區,,
E0175,1947-03-02T05:00:00Z,1947-03-02T13:00:00+08:00,1947-03-02,13:00,True,fuzzy,其間,下午,三月二日事發期間,中部,台中市,台中火車站,248,其間，台中市黑社會分子也曾出面維持社會秩序。原來在事件爆發消息傳抵台中以後，台中市黑社會分子為了爭取地方基層的領導權，乃成立兩個黑社會組織，以台中火車站為分界，以南及以東地區的組織，稱為「新生活促進會」，由吳克煌領導；以北地區則是「民生會」，以廖金和（外號阿狗）為首，徐成是其祕書。,ch02_02_1.2_二台中市,,
E0176,1947-03-02T05:00:00Z,1947-03-02T13:00:00+08:00,1947-03-02,13:00,True,fuzzy,二日下午,下午,,東部,基隆市,第十四號碼頭軍用倉庫,533,二日下午，有一群碼頭工人襲擊第十四號碼頭軍用倉庫，但被武裝部隊擊退，死傷多人，均被投入海中。,ch02_04_1.1_一基隆市,False,一日至三日間，市內及四郊，民眾與憲警軍隊的衝突時有所聞。衝突事件大抵是軍警肆意開槍而發生，遭受槍擊死傷的市民，不計其數。參議會曾向要塞司令部抗議軍警的橫行妄舉。二日下午，有一群碼頭工人襲擊第十四號碼頭軍用倉庫，但被武裝部隊擊退，死傷多人，均被投入海中。
E0177,1947-03-02T06:00:00Z,1947-03-02T14:00:00+08:00,1947-03-02,14:00,True,exact,下午二時,下午,,北部,台北市,中山堂三樓,66,下午二時，處委會假中山堂三樓開會，周一鶚、胡福相、任顯群、游彌堅（台北市長）等均出席，聽眾極多，會場擁擠。台北市參議會議長周延壽任主席，首先由張晴川報告其與陳長官交涉經過，並決定採納「台灣省政治建設協會」之意見，由商會、工會、學生、民眾、「台灣省政治建設協會」五方面選出代表，組成處委會。惟最後，大會決定擴大處委會組織，包括省內各參議員、國大代表，並定每日上午十時與下午三時在該會處理民眾之要求。,ch02_01_1.2.1_1從緝煙血案調查委員會到二二八事件處理委員會,,
E0178,1947-03-02T06:00:00Z,1947-03-02T14:00:00+08:00,1947-03-02,14:00,True,exact,下午二時,下午,,北部,台北市,,90,三月二日下午二時，蔣渭川首先廣播，一方面批評省政之失，另一方面要求民眾選派代表，參加會議。,ch02_01_1.2.1_1從緝煙血案調查委員會到二二八事件處理委員會,,
E0179,1947-03-02T06:00:00Z,1947-03-02T14:00:00+08:00,1947-03-02,14:00,True,fuzzy,二日,下午,,北部,桃園縣,大溪區署,197,二日，民眾圍攻大溪區署，區長遭毆傷（疑係三月一日在埔心由林元枝所率之青年學生與大溪當地青年所為）。,ch02_01_1.4_1桃園縣,,
E0180,1947-03-02T06:00:00Z,1947-03-02T14:00:00+08:00,1947-03-02,14:00,True,fuzzy,三月二日下午,下午,,中部,台中市,台中市參議會會址（即舊有的市民館）,249,就在三月二日下午，台中縣市、彰化市參議會及士紳代表們鑒於事態嚴重，乃齊集於台中市參議會會址（即舊有的市民館），成立了「台中地區時局處理委員會」。其成員包括：黃朝清、林獻堂、林連宗、林糊、洪元煌、賴通堯、林月鏡、謝雪紅、巫永昌、童炳輝、黃棟、林兌、張煥珪、莊垂勝、吳振武等，仿台北的處委會設置各部門，並立即組織青年學生為「治安隊」，以維持治安及準備展開有組織的行動。,ch02_02_1.2_二台中市,,
E0181,1947-03-02T06:00:00Z,1947-03-02T14:00:00+08:00,1947-03-02,14:00,False,fuzzy,繼又,下午,襲擊倉庫後,中部,台中縣豐原區,豐原區署、警察所,273,繼又向豐原區署前進，經與區長賴氏談判，接管了區署。又接收警察所的武器與軍需品。,ch02_02_1.3_三台中縣,,
E0182,1947-03-02T06:00:00Z,1947-03-02T14:00:00+08:00,1947-03-02,14:00,True,fuzzy,接著,下午,下午,中部,彰化市,彰化市參議會,282,接著，群眾又湧至市長王一麐家，將市長擁至參議會會場，由地方士紳、國大代表郭耀庭、省參議員李崇禮、市參議員呂世明等召開緊急聯席會議，群眾及參議員對市長的舉動與市政的失策，猛烈攻擊。,ch02_02_1.4_四彰化縣,,
E0183,1947-03-02T06:00:00Z,1947-03-02T14:00:00+08:00,1947-03-02,14:00,False,fuzzy,該會成立後,下午,,中部,南投縣竹山鎮,竹山戲院,295,該會成立後，隨即在竹山戲院開會，商討維持治安之策。會中，在台北受訓的鎮長張庚申亦趕回參加，報告台北的情形；旋由謝雪紅上台演講，鼓勵民眾應趁此機會，要求地方自治，打倒貪官污吏。,ch02_02_1.5_五南投縣,,
E0184,1947-03-02T06:00:00Z,1947-03-02T14:00:00+08:00,1947-03-02,14:00,True,fuzzy,三月二日下午,下午,下午約14時,中部,雲林縣,斗六區,296,三月二日下午，事件消息傳抵本區。,ch02_02_1.6_六雲林縣,,
E0185,1947-03-02T06:00:00Z,1947-03-02T14:00:00+08:00,1947-03-02,14:00,True,fuzzy,下午,下午,,南部,台南市,台南市,328,下午情勢緊張，當時台南一帶的兵力約五百名，只有第三總台之四、八兩台可調集部分兵力。,ch02_03_1.2_1台南市,,
E0186,1947-03-02T06:00:00Z,1947-03-02T14:00:00+08:00,1947-03-02,14:00,True,fuzzy,下午,下午,,南部,台南縣,新營鎮,357,下午據縣長稱有自台北、台中南下之流氓、學生十多餘人抵達新營，當時雖無民眾響應,ch02_03_1.2_2台南縣,,
E0187,1947-03-02T06:00:00Z,1947-03-02T14:00:00+08:00,1947-03-02,14:00,True,fuzzy,下午,下午,跟隨下午流氓抵達後召開,南部,台南縣,台南縣政府,358,因情勢已告緊張，縣長乃於是日在縣府召開會議，希望新營能組委員會商討出具體辦法。,ch02_03_1.2_2台南縣,,
E0188,1947-03-02T06:00:00Z,1947-03-02T14:00:00+08:00,1947-03-02,14:00,False,fuzzy,二日發生情勢後,下午,高雄市二日動亂後,南部,高雄縣,岡山警察分局,465,在高雄市二日發生情勢後，岡山的情勢也受到影響，當時自高雄開來兩輛卡車，車上載有流氓，到岡山警察分局搶奪了一些槍枝，為此岡山戒嚴。,ch02_03_1.3.6.1_2高雄縣,,
E0189,1947-03-02T06:00:00Z,1947-03-02T14:00:00+08:00,1947-03-02,14:00,True,fuzzy,二日下午,下午,,南部,高雄市,高雄市政府,,二日下午，市政府召開會議討論面對變局的處理辦法。,ch02_03_1.3_1高雄市,,
E0190,1947-03-02T06:00:00Z,1947-03-02T14:00:00+08:00,1947-03-02,14:00,True,fuzzy,當流氓到枋寮後,下午,消息傳開後之下午,南部,屏東縣,保養場,,當流氓到枋寮後，外省籍人士中華夢桃和張姓職員兩人不但挨打，還被罰跪在保養場中。,ch02_03_1.4_3枋寮,,
E0191,1947-03-02T06:00:00Z,1947-03-02T14:00:00+08:00,1947-03-02,14:00,True,fuzzy,二日下午,下午,,南部,澎湖縣,澎湖要塞,518,二日下午，要塞軍人因開槍射傷婦女紀淑，而發生了所謂「紀淑案」，幸處理得宜，使想向軍方討回公道的年輕人無法乘機起事。,ch02_03_1.5_五澎湖縣,,
E0192,1947-03-02T07:00:00Z,1947-03-02T15:00:00+08:00,1947-03-02,15:00,True,exact,三時,下午,,北部,台北市,,91,三時，陳儀亦廣播，宣布更寬大措施，要點為：(一)凡是參加此次事件之人民，一律不加追究。(二)已被憲警拘捕之人民，准交由其父兄家族領回，不必由鄰里長保釋。(三)此次傷亡之人，不論公教人員、人民、本省人、外省人，均予治療撫卹。(四)處理委員會可加入各界人民代表，容納多數人民的意見。,ch02_01_1.2.1_1從緝煙血案調查委員會到二二八事件處理委員會,,
E0193,1947-03-02T07:00:00Z,1947-03-02T15:00:00+08:00,1947-03-02,15:00,True,exact,下午三時許,下午,,北部,新竹市,旭町附近,202,下午三時許，憲警行至旭町附近時，與民眾遭遇，民眾開槍，威脅要求繳械，憲兵和警察乃以機槍掃射，當場擊斃民眾八人，擊傷十八人（後聞傷重致死者又有八名）。,ch02_01_1.4_2新竹縣市,,
E0194,1947-03-02T07:00:00Z,1947-03-02T15:00:00+08:00,1947-03-02,15:00,True,exact,三月二日下午三時,下午,事件正式爆發時間,南部,嘉義市,嘉義火車站與噴水池之間,300,嘉義事件發生在三月二日下午三時，一直延續到十三日陸軍第二十一師一四六旅四三六團副團長彭時雨率兵進入市區，才結束了所謂的嘉義「三二事件」。在這短短的十一天中「戰事進行之激烈，與公教人員損害之慘重，堪稱為全省之冠。」,ch02_03_1.1_一嘉義縣市,,
E0195,1947-03-02T07:00:00Z,1947-03-02T15:00:00+08:00,1947-03-02,15:00,True,exact,二日下午三時,下午,民眾聚集開始行動,南部,嘉義市,嘉義市長官舍,,事緣二日下午三時，由彰化、台中南下的年輕人數十人，來到嘉義火車站與噴水池之間，有一名年紀三、四十歲的人背槍，在街頭喊話，召集市民去燒孫志俊市長的官舍。孫市長見情勢不好，跳出牆外，決定逃往憲兵隊，無如群眾蝟集，緊追在後，狀至危險，幸好遇到市參議員林抱及林文樹，經二人救援，才能安抵憲兵隊。,ch02_03_1.1_一嘉義縣市,,
E0196,1947-03-02T07:00:00Z,1947-03-02T15:00:00+08:00,1947-03-02,15:00,True,fuzzy,孫市長逃走的同時,下午,約莫與市長逃亡同步,南部,嘉義市,市區街道、警察局,,在孫市長逃走的同時，街上已有打外省人、包圍警局接收槍枝之行動，由於警察已經陸續離開崗位，市區乃呈現混亂的情況。,ch02_03_1.1_一嘉義縣市,,
E0197,1947-03-02T08:00:00Z,1947-03-02T16:00:00+08:00,1947-03-02,16:00,True,exact,四時以後,下午,,北部,新竹市,新竹市區,203,四時以後市面已趨平靜，但人心惶惶。,ch02_01_1.4_2新竹縣市,,
E0198,1947-03-02T08:00:00Z,1947-03-02T16:00:00+08:00,1947-03-02,16:00,False,fuzzy,,下午,演講後,中部,南投縣竹山鎮,警察所,295,群眾聞之極為憤慨，乃擁至警察所，接收武器，並由青年、學生等組成「青年隊」，著日本軍服，唱日本軍歌。,ch02_02_1.5_五南投縣,,
E0199,1947-03-02T09:00:00Z,1947-03-02T17:00:00+08:00,1947-03-02,17:00,True,exact,下午五時,下午,市長對外聯絡,南部,嘉義市,憲兵隊,,孫市長於下午五時一面以電話與駐軍聯繫，一面請議長鍾家成出面維持治安與秩序。,ch02_03_1.1_一嘉義縣市,,
E0200,1947-03-02T10:00:00Z,1947-03-02T18:00:00+08:00,1947-03-02,18:00,True,fuzzy,二日傍晚,下午,,北部,新竹市,新竹中學,209;210;211;212,二日傍晚，市參議員召集各界人士成立「二二八事件處理委員會新竹市分會」於新竹中學，並決定派代表赴台北參加處委會三月六日的大會。會中民眾發言熱烈，認為貪官囤糧、民間缺糧是導致人民積怨而搜索官舍的主因，要求市長設法解除糧荒並安置失業者。處委會並向市長提出二項要求：(一)嚴懲開槍者；(二)駐軍退出市區。但郭市長只虛與委蛇，未有具體行動。,ch02_01_1.4_2新竹縣市,,
E0201,1947-03-02T10:00:00Z,1947-03-02T18:00:00+08:00,1947-03-02,18:00,True,exact,夜六時,晚上,,南部,台南市,「一中會」,329,夜六時柯賢湖、楊熾昌等在「一中會」商討是否該召開市民大會。,ch02_03_1.2_1台南市,,
E0202,1947-03-02T10:00:00Z,1947-03-02T18:00:00+08:00,1947-03-02,18:00,True,exact,下午六時,下午,,東部,基隆市,基隆市,528,乃於下午六時奉陳儀指示解除戒嚴，但仍負責基隆地區之治安，哨兵集結在港務局、市政府、第一警察分局及中正區諸要點。,ch02_04_1.1_一基隆市,False,二日，要塞司令部鑒於「控制得宜，與民眾能相互諒解，一般情勢漸趨和緩，全市秩序亦趨平穩；此際得悉台北有二二八事件處理委員會之組成。」乃於下午六時奉陳儀指示解除戒嚴，但仍負責基隆地區之治安，哨兵集結在港務局、市政府、第一警察分局及中正區諸要點。
E0203,1947-03-02T12:00:00Z,1947-03-02T20:00:00+08:00,1947-03-02,20:00,True,fuzzy,三月二日夜,晚上,,北部,台北市,,89,三月二日夜，許德輝等二人走訪蔣渭川。許氏懇請蔣氏在三日之治安委員會中，推舉他出任治安組組長，並表示願接受蔣氏的指揮。,ch02_01_1.2.1_1從緝煙血案調查委員會到二二八事件處理委員會,,
E0204,1947-03-02T12:00:00Z,1947-03-02T20:00:00+08:00,1947-03-02,20:00,True,fuzzy,入夜後,晚上,,北部,新竹市,新竹市警察局,203;204,入夜後，民眾揚言將攻警局，市參議會乃出面調停。,ch02_01_1.4_2新竹縣市,,
E0205,1947-03-02T12:00:00Z,1947-03-02T20:00:00+08:00,1947-03-02,20:00,True,fuzzy,晚上八時左右,晚上,,中部,台中市,處委會;台中市警察局,250;251,但到晚上八時左右，處委會的電話每隔十五分或二十分鐘，即傳來陳儀從台北派兵南下的消息，隨著電話鈴聲次數的增加，處委會的士紳一個個溜走，市議長黃朝清等並向眾人宣布解散處委會及治安隊。謝雪紅乃鼓動尚未離去的青年，要求共同武裝起來對抗國軍，即席向大家聲明：「我們六百五十萬省民，為了爭取台灣真正的自治，掃清貪污，改革政治，現在全省人民已決意武裝起來，向這個獨裁政府宣戰，我們為了這個正義的目標，願起來徹底的鬥爭，希望大家努力奮鬥。」... 接著，因特務分子不斷製造國軍迫近台中的消息，謝氏乃率青年學生齊赴警察局，以警察局的二十八支步槍和一百多把軍刀，武裝了幾隊青年，制先進攻鄰近國軍小據點，收繳武器。一夜之間，青年的奮鬥甚為成功，到天破曉時，已收繳了一百多支步槍、三支機槍，及許多軍刀、手榴彈。,ch02_02_1.2_二台中市,,
E0206,1947-03-02T12:00:00Z,1947-03-02T20:00:00+08:00,1947-03-02,20:00,True,fuzzy,晚上,晚上,晚上,中部,員林鎮,青年戲院,285,晚上，員林民眾復於青年戲院召開市民大會，林糊、省參議員楊陶等均公開呼籲青年，起而響應台中、彰化兩市的行動。民眾附和者甚夥，警員勸阻，即被圍毆。,ch02_02_1.4_四彰化縣,,
E0207,1947-03-02T12:00:00Z,1947-03-02T20:00:00+08:00,1947-03-02,20:00,True,fuzzy,當日晚上,晚上,晚上約20時,中部,雲林縣,區長宿舍、警察所宿舍、區署、警察所,296,當日晚上斗六地區的青年、學生等，首先到區長謝堡丁及警察所長林永清的宿舍，將他們的物品焚燬；再襲擊區署及警察所，接管兵器庫中的武器。,ch02_02_1.6_六雲林縣,,
E0208,1947-03-02T12:00:00Z,1947-03-02T20:00:00+08:00,1947-03-02,20:00,True,fuzzy,當日晚上,晚上,消息於3月2日傳抵，晚上發生佔領,中部,雲林縣,虎尾區署、警察所,297,事件消息亦於三月二日傳抵本區，當日晚上虎尾青年學生佔領區署與警察所，解除警察武裝，接管警察所的武器，編制武裝「民軍」。,ch02_02_1.6_六雲林縣,,
E0209,1947-03-02T12:00:00Z,1947-03-02T20:00:00+08:00,1947-03-02,20:00,True,fuzzy,入夜後,晚上,,南部,嘉義市,嘉義、東石、斗六、虎尾,359,入夜後，嘉義、東石、斗六、虎尾已發生事故,ch02_03_1.2_2台南縣,,
E0210,1947-03-02T12:00:00Z,1947-03-02T20:00:00+08:00,1947-03-02,20:00,True,fuzzy,是日晚,晚上,三月二日晚上,南部,屏東縣,枋寮,,是日晚，南下車一輛，裝有高雄、屏東方面的中學生，來勢洶洶又找上這些外省人士，並要他們說出對時局的看法，幸虧在問過話後沒有為難他們而離去。,ch02_03_1.4_3枋寮,,
E0211,1947-03-02T12:00:00Z,1947-03-02T20:00:00+08:00,1947-03-02,20:00,True,fuzzy,三月二日晚上,晚上,晚上,東部,台東縣,台東,607,據報導，三月二日晚上，台東召開縣民大會。,ch02_04_1.4_四台東縣,,
E0212,1947-03-02T13:00:00Z,1947-03-02T21:00:00+08:00,1947-03-02,21:00,True,fuzzy,本日晚上,晚上,,中部,台中市,台中師範學校,252,本日晚上，因林獻堂的建議，由海南島復員歸來的原吳振武舊部、台中師範學校學生與該校體育組長廖忠雄等人，在台中師範組織了「治安維持隊」，推選原日本海軍大尉出身、時任台中師範體育教師的吳振武為隊長，藉以牽制謝雪紅。惟吳氏接受其校長洪炎秋的指示，組織馬馬虎虎，按兵不動。,ch02_02_1.2_二台中市,,
